Time (s),Temperature,Humidity,Pressure,Altitude
161,28.6,83.0,99240.0,175.06
162,28.6,83.0,99240.0,175.06
163,28.6,83.0,99235.0,175.48
164,28.6,83.0,99237.0,175.31
165,28.6,83.0,99233.0,175.65
166,28.6,83.0,99235.0,175.48
167,28.6,83.0,99237.0,175.31
168,28.6,83.0,99235.0,175.48
169,28.6,83.0,99233.0,175.65
170,28.6,83.0,99237.0,175.31
171,28.6,83.0,99233.0,175.65
172,28.6,83.0,99238.0,175.23
173,28.6,83.0,99236.0,175.39
174,28.6,83.0,99230.0,175.9
175,28.6,83.0,99233.0,175.65
176,28.6,83.0,99229.0,175.99
177,28.6,83.0,99233.0,175.65
178,28.6,83.0,99235.0,175.48
179,28.6,83.0,99229.0,175.99
180,28.6,83.0,99235.0,175.48
181,28.6,83.0,99236.0,175.39
182,28.6,83.0,99239.0,175.14
183,28.6,83.0,99236.0,175.39
184,28.6,83.0,99234.0,175.56
185,28.6,83.0,99232.0,175.73
186,28.6,83.0,99232.0,175.73
187,28.6,83.0,99233.0,175.65
188,28.6,83.0,99234.0,175.56
189,28.6,83.0,99230.0,175.9
190,28.6,83.0,99236.0,175.39
191,28.6,83.0,99235.0,175.48
192,28.6,83.0,99240.0,175.06
193,28.6,83.0,99237.0,175.31
194,28.6,83.0,99237.0,175.31
195,28.6,83.0,99236.0,175.39
196,28.6,83.0,99232.0,175.73
197,28.6,83.0,99238.0,175.23
198,28.6,83.0,99234.0,175.56
199,28.6,83.0,99232.0,175.73
200,28.6,83.0,99236.0,175.39
201,28.6,83.0,99234.0,175.56
202,28.6,83.0,99234.0,175.56
203,28.6,83.0,99236.0,175.39
204,28.6,83.0,99234.0,175.56
205,28.6,83.0,99237.0,175.31
206,28.6,83.0,99235.0,175.48
207,28.6,83.0,99236.0,175.39
208,28.6,83.0,99234.0,175.56
209,28.6,83.0,99231.0,175.82
210,28.6,83.0,99228.0,176.07
211,28.6,83.0,99234.0,175.56
212,28.6,83.0,99233.0,175.65
213,28.6,83.0,99231.0,175.82
214,28.6,83.0,99233.0,175.65
215,28.6,83.0,99236.0,175.39
216,28.6,83.0,99238.0,175.23
217,28.6,83.0,99236.0,175.39
218,28.6,83.0,99234.0,175.56
219,28.6,83.0,99230.0,175.9
220,28.6,83.0,99232.0,175.73
221,28.6,83.0,99232.0,175.73
222,28.6,83.0,99236.0,175.39
223,28.6,83.0,99233.0,175.65
224,28.6,83.0,99230.0,175.9
225,28.6,83.0,99234.0,175.56
226,28.6,83.0,99237.0,175.31
227,28.6,83.0,99232.0,175.73
228,28.6,83.0,99234.0,175.56
229,28.6,83.0,99238.0,175.23
230,28.6,83.0,99234.0,175.56
231,28.6,83.0,99236.0,175.39
232,28.6,83.0,99235.0,175.48
233,28.6,83.0,99236.0,175.39
234,28.6,83.0,99236.0,175.39
235,28.6,83.0,99238.0,175.23
236,28.6,83.0,99236.0,175.39
237,28.6,83.0,99240.0,175.06
238,28.6,83.0,99235.0,175.48
239,28.6,83.0,99240.0,175.06
240,28.6,83.0,99234.0,175.56
241,28.6,83.0,99235.0,175.48
242,28.6,83.0,99230.0,175.9
243,28.6,83.0,99238.0,175.23
244,28.6,83.0,99239.0,175.14
245,28.6,83.0,99243.0,174.8
246,28.6,83.0,99235.0,175.48
247,28.6,83.0,99243.0,174.8
248,28.6,83.0,99237.0,175.31
249,28.6,83.0,99234.0,175.56
250,28.6,83.0,99240.0,175.06
251,28.7,83.0,99238.0,175.23
252,28.6,83.0,99239.0,175.14
253,28.6,83.0,99237.0,175.31
254,28.6,83.0,99233.0,175.65
255,28.6,83.0,99234.0,175.56
256,28.6,83.0,99240.0,175.06
257,28.6,83.0,99236.0,175.39
258,28.6,83.0,99241.0,174.97
259,28.6,83.0,99238.0,175.23
260,28.6,83.0,99236.0,175.39
261,28.6,83.0,99237.0,175.31
262,28.6,83.0,99235.0,175.48
263,28.6,83.0,99237.0,175.31
264,28.6,83.0,99239.0,175.14
265,28.6,83.0,99238.0,175.23
266,28.6,83.0,99233.0,175.65
267,28.6,83.0,99235.0,175.48
268,28.6,83.0,99231.0,175.82
269,28.6,83.0,99238.0,175.23
270,28.6,83.0,99233.0,175.65
271,28.7,83.0,99235.0,175.48
272,28.6,83.0,99232.0,175.73
273,28.6,83.0,99234.0,175.56
274,28.6,83.0,99238.0,175.23
275,28.6,83.0,99231.0,175.82
276,28.6,83.0,99235.0,175.48
277,28.6,83.0,99230.0,175.9
278,28.6,83.0,99232.0,175.73
279,28.6,83.0,99234.0,175.56
280,28.6,83.0,99236.0,175.39
281,28.6,83.0,99239.0,175.14
282,28.6,83.0,99239.0,175.14
283,28.6,83.0,99236.0,175.39
284,28.6,83.0,99239.0,175.14
285,28.6,83.0,99241.0,174.97
286,28.6,83.0,99234.0,175.56
287,28.6,83.0,99237.0,175.31
288,28.6,83.0,99236.0,175.39
289,28.6,83.0,99239.0,175.14
290,28.6,83.0,99237.0,175.31
291,28.6,83.0,99238.0,175.23
292,28.6,83.0,99237.0,175.31
293,28.6,83.0,99233.0,175.65
294,28.6,83.0,99228.0,176.07
295,28.6,83.0,99238.0,175.23
296,28.6,83.0,99234.0,175.56
297,28.6,83.0,99236.0,175.39
298,28.6,83.0,99238.0,175.23
299,28.6,83.0,99240.0,175.06
300,28.6,83.0,99234.0,175.56
301,28.6,83.0,99235.0,175.48
302,28.6,83.0,99232.0,175.73
303,28.6,83.0,99239.0,175.14
304,28.6,83.0,99236.0,175.39
305,28.6,83.0,99239.0,175.14
306,28.6,83.0,99234.0,175.56
307,28.6,83.0,99238.0,175.23
308,28.6,83.0,99237.0,175.31
309,28.6,83.0,99241.0,174.97
310,28.6,83.0,99234.0,175.56
311,28.6,83.0,99234.0,175.56
312,28.6,83.0,99235.0,175.48
313,28.6,83.0,99231.0,175.82
314,28.6,83.0,99232.0,175.73
315,28.6,83.0,99229.0,175.99
316,28.6,83.0,99230.0,175.9
317,28.6,83.0,99237.0,175.31
318,28.6,83.0,99236.0,175.39
319,28.6,83.0,99236.0,175.39
320,28.6,83.0,99237.0,175.31
321,28.6,83.0,99233.0,175.65
322,28.6,83.0,99230.0,175.9
323,28.6,83.0,99232.0,175.73
324,28.6,83.0,99232.0,175.73
325,28.6,83.0,99234.0,175.56
326,28.6,83.0,99232.0,175.73
327,28.6,83.0,99230.0,175.9
328,28.6,83.0,99237.0,175.31
329,28.6,83.0,99238.0,175.23
330,28.6,83.0,99235.0,175.48
331,28.6,83.0,99235.0,175.48
332,28.6,83.0,99239.0,175.14
333,28.6,83.0,99235.0,175.48
334,28.6,83.0,99234.0,175.56
335,28.6,83.0,99237.0,175.31
336,28.6,83.0,99242.0,174.89
337,28.6,83.0,99239.0,175.14
338,28.6,83.0,99238.0,175.23
339,28.6,83.0,99235.0,175.48
340,28.6,83.0,99241.0,174.97
341,28.6,83.0,99236.0,175.39
342,28.7,83.0,99236.0,175.39
343,28.6,83.0,99237.0,175.31
344,28.7,83.0,99237.0,175.31
345,28.7,83.0,99231.0,175.82
346,28.7,83.0,99238.0,175.23
347,28.7,83.0,99236.0,175.39
348,28.7,83.0,99237.0,175.31
349,28.7,83.0,99235.0,175.48
350,28.7,83.0,99237.0,175.31
351,28.7,83.0,99240.0,175.06
352,28.7,83.0,99233.0,175.65
353,28.7,83.0,99232.0,175.73
354,28.7,83.0,99231.0,175.82
355,28.7,83.0,99240.0,175.06
356,28.7,83.0,99234.0,175.56
357,28.7,83.0,99239.0,175.14
358,28.7,83.0,99231.0,175.82
359,28.7,83.0,99228.0,176.07
360,28.7,83.0,99237.0,175.31
361,28.7,83.0,99235.0,175.48
362,28.7,83.0,99238.0,175.23
363,28.7,83.0,99238.0,175.23
364,28.7,83.0,99239.0,175.14
365,28.7,83.0,99238.0,175.23
366,28.7,83.0,99235.0,175.48
367,28.7,83.0,99236.0,175.39
368,28.7,83.0,99235.0,175.48
369,28.7,83.0,99240.0,175.06
370,28.7,83.0,99234.0,175.56
371,28.7,83.0,99235.0,175.48
372,28.7,83.0,99234.0,175.56
373,28.7,83.0,99233.0,175.65
374,28.7,83.0,99237.0,175.31
375,28.7,83.0,99233.0,175.65
376,28.7,83.0,99237.0,175.31
377,28.7,83.0,99234.0,175.56
378,28.7,83.0,99236.0,175.39
379,28.7,83.0,99234.0,175.56
380,28.7,83.0,99241.0,174.97
381,28.7,83.0,99232.0,175.73
382,28.7,83.0,99234.0,175.56
383,28.7,83.0,99238.0,175.23
384,28.7,83.0,99237.0,175.31
385,28.7,83.0,99235.0,175.48
386,28.7,83.0,99234.0,175.56
387,28.7,83.0,99243.0,174.8
388,28.7,83.0,99243.0,174.8
389,28.7,83.0,99243.0,174.8
390,28.7,83.0,99234.0,175.56
391,28.7,83.0,99234.0,175.56
392,28.7,83.0,99238.0,175.23
393,28.7,83.0,99239.0,175.14
394,28.7,83.0,99235.0,175.48
395,28.7,83.0,99235.0,175.48
396,28.7,83.0,99236.0,175.39
397,28.7,83.0,99242.0,174.89
398,28.7,83.0,99239.0,175.14
399,28.7,83.0,99242.0,174.89
400,28.7,83.0,99239.0,175.14
401,28.7,83.0,99243.0,174.8
402,28.7,83.0,99239.0,175.14
403,28.7,83.0,99238.0,175.23
404,28.7,83.0,99236.0,175.39
405,28.7,83.0,99232.0,175.73
406,28.7,83.0,99242.0,174.89
407,28.7,83.0,99244.0,174.72
408,28.7,83.0,99243.0,174.8
409,28.7,83.0,99241.0,174.97
410,28.7,83.0,99244.0,174.72
411,28.7,83.0,99232.0,175.73
412,28.7,83.0,99240.0,175.06
413,28.7,83.0,99243.0,174.8
414,28.7,83.0,99234.0,175.56
415,28.7,83.0,99243.0,174.8
416,28.7,83.0,99239.0,175.14
417,28.7,83.0,99238.0,175.23
418,28.7,83.0,99239.0,175.14
419,28.7,83.0,99245.0,174.63
420,28.7,83.0,99240.0,175.06
421,28.7,83.0,99238.0,175.23
422,28.7,83.0,99239.0,175.14
423,28.7,83.0,99239.0,175.14
424,28.7,83.0,99237.0,175.31
425,28.7,83.0,99241.0,174.97
426,28.7,83.0,99244.0,174.72
427,28.7,83.0,99236.0,175.39
428,28.7,83.0,99238.0,175.23
429,28.7,83.0,99235.0,175.48
430,28.7,83.0,99234.0,175.56
431,28.7,83.0,99234.0,175.56
432,28.7,83.0,99239.0,175.14
433,28.7,83.0,99236.0,175.39
434,28.7,83.0,99239.0,175.14
435,28.7,83.0,99240.0,175.06
436,28.7,83.0,99238.0,175.23
437,28.7,83.0,99239.0,175.14
438,28.7,83.0,99240.0,175.06
439,28.7,83.0,99244.0,174.72
440,28.7,83.0,99237.0,175.31
441,28.7,83.0,99241.0,174.97
442,28.8,83.0,99236.0,175.39
443,28.7,83.0,99238.0,175.23
444,28.7,83.0,99240.0,175.06
445,28.7,83.0,99239.0,175.14
446,28.7,83.0,99241.0,174.97
447,28.7,83.0,99236.0,175.39
448,28.7,83.0,99238.0,175.23
449,28.8,83.0,99245.0,174.63
450,28.8,83.0,99239.0,175.14
451,28.8,83.0,99238.0,175.23
452,28.8,83.0,99245.0,174.63
453,28.8,83.0,99241.0,174.97
454,28.8,83.0,99244.0,174.72
455,28.8,83.0,99240.0,175.06
456,28.8,83.0,99243.0,174.8
457,28.8,83.0,99240.0,175.06
458,28.8,83.0,99240.0,175.06
459,28.8,83.0,99239.0,175.14
460,28.8,83.0,99237.0,175.31
461,28.8,83.0,99238.0,175.23
462,28.8,83.0,99236.0,175.39
463,28.8,83.0,99243.0,174.8
464,28.8,83.0,99237.0,175.31
465,28.8,83.0,99248.0,174.38
466,28.8,83.0,99240.0,175.06
467,28.8,83.0,99243.0,174.8
468,28.8,83.0,99241.0,174.97
469,28.8,83.0,99242.0,174.89
470,28.8,83.0,99243.0,174.8
471,28.8,83.0,99246.0,174.55
472,28.8,83.0,99243.0,174.8
473,28.8,83.0,99241.0,174.97
474,28.8,83.0,99242.0,174.89
475,28.8,83.0,99242.0,174.89
476,28.8,83.0,99241.0,174.97
477,28.8,83.0,99237.0,175.31
478,28.8,83.0,99237.0,175.31
479,28.8,83.0,99237.0,175.31
480,28.8,83.0,99234.0,175.56
481,28.8,83.0,99239.0,175.14
482,28.8,83.0,99229.0,175.99
483,28.8,83.0,99237.0,175.31
484,28.8,83.0,99237.0,175.31
485,28.8,83.0,99244.0,174.72
486,28.8,83.0,99235.0,175.48
487,28.8,83.0,99237.0,175.31
488,28.8,83.0,99244.0,174.72
489,28.8,83.0,99239.0,175.14
490,28.8,83.0,99237.0,175.31
491,28.8,83.0,99235.0,175.48
492,28.8,83.0,99236.0,175.39
493,28.8,83.0,99240.0,175.06
494,28.8,83.0,99238.0,175.23
495,28.8,83.0,99234.0,175.56
496,28.8,83.0,99236.0,175.39
497,28.8,83.0,99244.0,174.72
498,28.8,83.0,99245.0,174.63
499,28.8,83.0,99239.0,175.14
500,28.8,83.0,99236.0,175.39
501,28.8,83.0,99238.0,175.23
502,28.8,83.0,99236.0,175.39
503,28.8,83.0,99237.0,175.31
504,28.8,83.0,99237.0,175.31
505,28.8,83.0,99237.0,175.31
506,28.8,83.0,99237.0,175.31
507,28.8,83.0,99238.0,175.23
508,28.8,83.0,99236.0,175.39
509,28.8,83.0,99239.0,175.14
510,28.8,83.0,99234.0,175.56
511,28.8,83.0,99240.0,175.06
512,28.8,83.0,99236.0,175.39
513,28.8,83.0,99240.0,175.06
514,28.8,83.0,99236.0,175.39
515,28.8,83.0,99239.0,175.14
516,28.8,83.0,99239.0,175.14
517,28.8,83.0,99241.0,174.97
518,28.8,83.0,99241.0,174.97
519,28.8,83.0,99241.0,174.97
520,28.8,83.0,99237.0,175.31
521,28.8,83.0,99241.0,174.97
522,28.8,83.0,99241.0,174.97
523,28.8,83.0,99240.0,175.06
524,28.8,83.0,99238.0,175.23
525,28.8,83.0,99239.0,175.14
526,28.8,83.0,99241.0,174.97
527,28.8,83.0,99247.0,174.46
528,28.8,83.0,99242.0,174.89
529,28.8,83.0,99234.0,175.56
530,28.8,83.0,99242.0,174.89
531,28.8,83.0,99241.0,174.97
532,28.8,83.0,99241.0,174.97
533,28.8,83.0,99236.0,175.39
534,28.8,83.0,99241.0,174.97
535,28.8,83.0,99240.0,175.06
536,28.8,83.0,99242.0,174.89
537,28.8,83.0,99242.0,174.89
538,28.8,83.0,99245.0,174.63
539,28.8,83.0,99239.0,175.14
540,28.8,83.0,99241.0,174.97
541,28.8,83.0,99236.0,175.39
542,28.8,83.0,99238.0,175.23
543,28.8,83.0,99239.0,175.14
544,28.8,83.0,99243.0,174.8
545,28.8,83.0,99242.0,174.89
546,28.8,83.0,99240.0,175.06
547,28.8,83.0,99236.0,175.39
548,28.8,83.0,99234.0,175.56
549,28.8,83.0,99236.0,175.39
550,28.8,83.0,99242.0,174.89
551,28.8,83.0,99237.0,175.31
552,28.8,83.0,99238.0,175.23
553,28.9,83.0,99243.0,174.8
554,28.9,83.0,99243.0,174.8
555,28.9,83.0,99236.0,175.39
556,28.9,83.0,99235.0,175.48
557,28.9,83.0,99237.0,175.31
558,28.9,83.0,99238.0,175.23
559,28.9,83.0,99240.0,175.06
560,28.9,83.0,99236.0,175.39
561,28.9,83.0,99238.0,175.23
562,28.9,83.0,99244.0,174.72
563,28.9,83.0,99235.0,175.48
564,28.9,83.0,99239.0,175.14
565,28.9,83.0,99237.0,175.31
566,28.9,83.0,99239.0,175.14
567,28.9,83.0,99237.0,175.31
568,28.9,83.0,99238.0,175.23
569,28.9,83.0,99238.0,175.23
570,28.9,83.0,99234.0,175.56
571,28.8,83.0,99238.0,175.23
572,28.9,83.0,99238.0,175.23
573,28.8,83.0,99235.0,175.48
574,28.8,83.0,99236.0,175.39
575,28.8,83.0,99239.0,175.14
576,28.8,83.0,99237.0,175.31
577,28.9,83.0,99233.0,175.65
578,28.9,83.0,99244.0,174.72
579,28.8,83.0,99233.0,175.65
580,28.8,83.0,99239.0,175.14
581,28.9,83.0,99236.0,175.39
582,28.9,83.0,99241.0,174.97
583,28.9,83.0,99242.0,174.89
584,28.9,83.0,99234.0,175.56
585,28.9,83.0,99230.0,175.9
586,28.9,83.0,99234.0,175.56
587,28.9,83.0,99240.0,175.06
588,28.9,83.0,99232.0,175.73
589,28.9,83.0,99240.0,175.06
590,28.9,83.0,99235.0,175.48
591,28.9,83.0,99236.0,175.39
592,28.8,83.0,99236.0,175.39
593,28.9,83.0,99238.0,175.23
594,28.9,83.0,99237.0,175.31
595,28.9,83.0,99234.0,175.56
596,28.9,83.0,99230.0,175.9
597,28.9,83.0,99236.0,175.39
598,28.9,83.0,99241.0,174.97
599,28.9,83.0,99234.0,175.56
600,28.9,83.0,99241.0,174.97
601,28.9,83.0,99239.0,175.14
602,28.9,83.0,99230.0,175.9
603,28.9,83.0,99240.0,175.06
604,28.9,83.0,99235.0,175.48
605,28.9,83.0,99236.0,175.39
606,28.9,83.0,99234.0,175.56
607,28.9,83.0,99235.0,175.48
608,28.9,83.0,99235.0,175.48
609,28.9,83.0,99237.0,175.31
610,28.9,83.0,99241.0,174.97
611,28.9,83.0,99239.0,175.14
612,28.9,83.0,99241.0,174.97
613,28.9,83.0,99238.0,175.23
614,28.9,83.0,99240.0,175.06
615,28.9,83.0,99235.0,175.48
616,28.9,83.0,99236.0,175.39
617,28.9,83.0,99235.0,175.48
618,28.9,83.0,99239.0,175.14
619,28.9,83.0,99237.0,175.31
620,28.9,83.0,99242.0,174.89
621,28.9,83.0,99244.0,174.72
622,28.9,83.0,99238.0,175.23
623,28.9,83.0,99234.0,175.56
624,28.9,83.0,99238.0,175.23
625,28.9,83.0,99232.0,175.73
626,28.9,83.0,99236.0,175.39
627,28.9,83.0,99245.0,174.63
628,28.9,83.0,99241.0,174.97
629,28.9,83.0,99239.0,175.14
630,28.9,83.0,99234.0,175.56
631,28.9,83.0,99246.0,174.55
632,28.9,83.0,99235.0,175.48
633,28.9,83.0,99233.0,175.65
634,28.9,83.0,99236.0,175.39
635,28.9,83.0,99241.0,174.97
636,28.9,83.0,99237.0,175.31
637,28.9,83.0,99234.0,175.56
638,28.9,83.0,99235.0,175.48
639,28.9,83.0,99235.0,175.48
640,28.9,83.0,99235.0,175.48
641,28.9,83.0,99237.0,175.31
642,28.9,83.0,99234.0,175.56
643,28.9,83.0,99230.0,175.9
644,28.9,83.0,99233.0,175.65
645,28.9,83.0,99242.0,174.89
646,28.9,83.0,99236.0,175.39
647,28.9,83.0,99240.0,175.06
648,28.9,83.0,99240.0,175.06
649,28.9,83.0,99237.0,175.31
650,28.9,83.0,99237.0,175.31
651,28.9,83.0,99237.0,175.31
652,28.9,83.0,99239.0,175.14
653,28.9,83.0,99237.0,175.31
654,28.9,83.0,99237.0,175.31
655,28.9,83.0,99242.0,174.89
656,28.9,83.0,99244.0,174.72
657,28.9,83.0,99237.0,175.31
658,28.9,83.0,99234.0,175.56
659,28.9,83.0,99235.0,175.48
660,28.9,83.0,99236.0,175.39
661,28.9,83.0,99246.0,174.55
662,28.9,83.0,99238.0,175.23
663,28.9,83.0,99241.0,174.97
664,28.9,83.0,99237.0,175.31
665,28.9,83.0,99236.0,175.39
666,28.8,83.0,99237.0,175.31
667,28.8,83.0,99237.0,175.31
668,28.8,83.0,99241.0,174.97
669,28.8,83.0,99237.0,175.31
670,28.8,83.0,99244.0,174.72
671,28.8,83.0,99237.0,175.31
672,28.8,83.0,99237.0,175.31
673,28.8,83.0,99236.0,175.39
674,28.8,83.0,99243.0,174.8
675,28.8,83.0,99239.0,175.14
676,28.9,83.0,99239.0,175.14
677,28.9,83.0,99247.0,174.46
678,28.9,83.0,99241.0,174.97
679,28.8,83.0,99236.0,175.39
680,28.9,83.0,99244.0,174.72
681,28.8,83.0,99242.0,174.89
682,28.9,83.0,99242.0,174.89
683,28.8,83.0,99242.0,174.89
684,28.9,83.0,99247.0,174.46
685,28.9,83.0,99238.0,175.23
686,28.9,83.0,99237.0,175.31
687,28.9,83.0,99239.0,175.14
688,28.9,83.0,99245.0,174.63
689,28.9,83.0,99240.0,175.06
690,28.9,83.0,99238.0,175.23
691,28.9,83.0,99242.0,174.89
692,28.9,83.0,99237.0,175.31
693,28.9,83.0,99240.0,175.06
694,28.9,83.0,99235.0,175.48
695,28.9,83.0,99244.0,174.72
696,28.9,83.0,99244.0,174.72
697,28.9,83.0,99239.0,175.14
698,28.9,83.0,99240.0,175.06
699,28.9,83.0,99236.0,175.39
700,28.9,83.0,99246.0,174.55
701,28.9,83.0,99242.0,174.89
702,28.9,83.0,99236.0,175.39
703,28.9,83.0,99240.0,175.06
704,28.9,83.0,99242.0,174.89
705,28.9,83.0,99241.0,174.97
706,28.9,83.0,99239.0,175.14
707,28.9,83.0,99237.0,175.31
708,28.9,83.0,99236.0,175.39
709,28.9,83.0,99240.0,175.06
710,28.9,83.0,99238.0,175.23
711,28.9,83.0,99239.0,175.14
712,28.9,83.0,99241.0,174.97
713,28.9,83.0,99242.0,174.89
714,28.9,83.0,99239.0,175.14
715,28.9,83.0,99236.0,175.39
716,28.9,83.0,99242.0,174.89
717,28.9,83.0,99234.0,175.56
718,28.9,83.0,99236.0,175.39
719,28.9,83.0,99245.0,174.63
720,28.9,83.0,99235.0,175.48
721,28.9,83.0,99241.0,174.97
722,28.9,83.0,99233.0,175.65
723,28.9,83.0,99235.0,175.48
724,28.9,83.0,99244.0,174.72
725,28.9,83.0,99242.0,174.89
726,28.9,83.0,99246.0,174.55
727,28.9,83.0,99241.0,174.97
728,28.9,83.0,99236.0,175.39
729,28.9,83.0,99235.0,175.48
730,28.9,83.0,99238.0,175.23
731,28.9,83.0,99236.0,175.39
732,28.9,83.0,99241.0,174.97
733,28.9,83.0,99240.0,175.06
