Time (s),Temperature,Humidity,Pressure,Altitude
43,9.279834683548321,5.22269252333818,8.10005349413815,8.886313868132644
44,5.59784739064149,3.213407611022434,9.090667703200571,4.203421144535095
45,1.5659935772357003,3.2147827911729077,7.802295073778174,9.090218422354198
61,9.398942976670018,6.627620239105445,4.646971114752002,5.983517394692093
62,9.223794262810713,8.88047683245927,4.615566615571929,6.690525989201195
63,8.207428276423398,5.806687289137989,1.793331848976032,8.921248481239637
64,0.005763286032569592,9.604187707948306,3.1993797796760273,7.5346291190012895
65,7.9579122867621255,7.781096096167723,5.050759276787139,6.458950486071815
66,2.2053981712669968,0.7176817979289496,0.13335957003247523,9.25156432193819
67,0.3609525093907484,5.95215377841822,6.484601169489438,2.7186184658191017
68,6.927544572797205,2.1822944800141633,2.7995336610836485,3.5773360680236843
69,7.370505224903202,8.367147753041904,3.446722728251962,1.466726524203047
70,3.6497988746966312,6.389683433481298,6.9316190924273755,9.647331614720086
71,2.25922999654121,2.6899586146130607,9.924871579634555,9.689326914028548
72,8.575540969445122,1.427090719793781,1.0331433813165702,8.254245030592367
73,7.719511185500055,7.152182250075432,2.2163876934194726,8.18642470471238
74,7.955531915665388,3.26324716226728,4.318544060593442,4.007610169911434
75,3.5501692601405987,9.535463034041424,4.86287738608136,3.650492336222486
76,1.5721758420674758,0.29605980438327295,2.3617125181558363,3.4471344643529624
77,7.324330468828741,9.021977648624203,7.818153821692491,3.5817238544248697
78,9.035125434048469,1.1398328868781715,3.02239320790013,0.6242212416871074
79,6.6727046331816755,1.6254719542216045,1.4158544190402322,3.752085933567245
80,8.453933180509152,4.07604798600433,1.8568750311638882,2.350637450309223
81,9.59138768566066,7.0395612454964045,8.762159359588987,4.2332237821832654
82,7.900364453739361,3.849215168146575,8.302955173000608,1.3363078136588602
83,9.53192535880816,6.774296775994843,2.212698760154763,2.820183487874768
84,7.508617162701704,0.06880107236583388,6.358737286249947,0.8961367483090421
85,9.64030748180462,8.227015113981356,5.15588701260616,5.277292985357461
86,3.8451422450371595,1.4417893138839588,5.720555650059815,6.637070719299356
87,7.496556835292264,2.6870682433700424,5.837515369275232,5.986326115253445
88,4.808895999781933,3.662764576827141,3.6878081120625996,4.0668522169575425
89,8.701563536398528,4.7397676085002995,3.401827598363921,3.104337067215729
90,6.594572269125042,5.17314697407265,1.8536717839925199,0.6432199599122601
91,8.234577750917973,3.10181701031065,2.031165196561954,8.221787499972628
92,7.501545488653379,6.618450193440205,2.83188809531411,5.454285572652243
93,0.3473178169791258,1.9244927871897377,9.499843527209574,5.077066606248346
94,3.4058137408934908,6.890210414988813,7.542497708696586,7.10335685474865
95,5.699978118401328,3.2568423204589103,2.0805121002410276,4.577480015668148
96,5.539293528079822,8.848330629911962,3.9151712012157946,2.2668632654602505
97,0.10889187867410888,5.3172318432308705,3.159895998785218,0.4374224930399151
98,9.989535556841847,8.187188546929352,0.03318883386185467,9.202768440518565
99,7.603190458580943,6.413134739262292,3.7436764566475667,7.881096863378523
100,9.272969668101414,5.355329172516345,1.9944704888302611,4.100569665408402
101,6.582721622886226,4.477406092597141,1.6876687918969857,5.639886604501433
102,6.636851233973231,8.640902644594712,0.5631403378581934,9.971747647006703
103,1.5269425715033613,6.519378767276541,9.152821231312158,1.7318870301553668
104,3.578797595175902,4.293356196405176,6.711667979123383,3.496201497752561
105,1.1972502044717692,2.997822775407438,3.747065287055218,9.00571243390154
106,6.14755568411338,8.29533404429421,7.408263992933788,0.7152766924521081
107,4.465105421401923,9.7050278661115,9.505829828946176,6.543216205487829
108,8.795837314167935,5.913034184324882,1.8426197917300913,3.9833134226063107
109,1.6220680813692034,6.83311498838525,4.777234849071746,5.527066228089551
110,0.5929925654204726,9.415337910045883,7.454416098957532,4.443495715989635
111,0.5417442725341437,6.872684716682128,6.685997617358624,4.923265454888232
112,4.6486877408503124,8.73835492415554,0.8851675290201244,2.473471420151603
113,5.450030878803739,7.69040415429828,6.646698810535566,8.118736558506813
114,0.5627292771183423,7.921900764756488,4.267724636633622,7.713846755338442
115,7.474414435852554,9.49133335870179,9.422051502972096,5.423660873118897
116,1.647997500712629,3.6931258803448097,3.2642574350513263,6.514160855309752
117,2.582918595397048,2.8155767656954014,1.3252713988503018,7.748321691173171
118,8.749658975239015,8.7763870534951,8.025247654410476,9.499603716445295
119,9.400550561990196,6.166434051411213,0.9608519915447966,7.579595569942933
120,7.41815210378048,2.5998640467938494,1.2487118226567873,1.928619623937542
121,9.94603036412528,4.583498064222152,5.142041129291694,4.221812411112972
122,1.3744647514225217,1.747479650777457,3.190646593767018,6.375682881753573
123,9.012963424309739,1.244963211687069,5.3480305040031295,8.991118622199409
124,1.3233030950473301,8.782307658978102,3.8624701033443443,2.4102285040279323
125,6.874389151773862,9.081481109551007,9.755230624520422,0.9148093196444218
126,6.207394904471169,1.842064691673957,6.6587753474249265,4.651928011026757
127,0.6969596039570658,3.6610008842380837,1.253281549429911,5.9032111268862035
128,5.533534262342653,9.819600061893025,4.261646250737792,2.853971926279606
129,0.26363107838498934,1.5437742117763686,2.7088211938259166,4.39568221142681
130,4.994115582137919,5.941449592672724,6.051479949691143,3.342851308862871
131,6.409074865517546,7.208617512658489,7.1210842149234574,4.426281437064864
132,6.201085287665239,1.597630810835885,5.695530598502405,0.343268565925815
133,9.939789475867379,8.640942742369482,1.4602161960386106,3.3040924594765517
134,8.305249203016782,1.276435910819299,0.7868905278889615,6.985916520494319
135,1.8586266581454636,1.7641339637299625,3.868958266506135,3.4211993954218514
136,2.418864364345966,6.36525186341216,3.2690480358089014,3.5808373126768043
137,7.72939689141621,0.415233757101352,7.218180320554973,7.901225377568153
138,4.867798131178662,0.43515825373473094,5.406528472317923,1.3404802684915063
139,6.028173119948402,5.743326586595677,9.76113262914079,1.7253179343462854
140,8.557955321572223,7.05812893622352,0.6816637743266085,2.6612592777174546
141,7.0081996564124545,8.746017254786572,8.76934385207867,2.551517495304896
142,1.5828120790595446,3.524128548879466,2.8211030618915434,5.4612093299694315
143,5.66651157887323,7.576527774268412,6.243285247584983,9.614988719623765
144,6.0346558266892325,6.939420961745562,5.4100708869988,8.64186341717293
145,9.133619447343223,9.580164487315656,9.67733524100909,3.4215866864633493
146,1.4141132486927743,0.4277615073182084,5.720359910595205,8.345867140904843
147,0.053273369580253416,1.6630135739067575,8.949519855227916,9.412139623791385
148,3.525688285899916,7.699708813104566,3.29762949194604,1.1958391987576589
149,2.46741329891028,2.228039733906267,4.0224576567244155,9.715472182710144
150,1.0836983109153164,6.611427486758515,8.801563633425381,1.9652076048520162
151,0.34023181537175207,2.9159863390002148,9.921946560791877,8.4606069397651
152,2.731406327087529,7.870334035746843,8.639738536651171,5.7763516803454
153,2.9146846122080827,2.3452758603602986,3.2227977794157416,4.755513976764138
154,0.7835654530873648,2.223897612323402,4.820448752383121,5.051521957429737
155,0.02772164819989098,7.425622061183055,5.88845484310618,0.9230813698832374
156,5.517794341580915,6.326628223142871,6.537556339343458,1.4617217462149823
157,9.702876493447722,5.310895394986755,7.095663375160926,1.5326717906585774
158,0.2108342351625725,4.261788797197133,3.636384758380551,7.050337199947886
159,2.95119144230251,5.867933017673698,6.7138203201925775,4.457410100449952
160,2.9793546198671796,5.021203099793631,3.8035911197677152,6.94382211349758
161,9.476799717634671,7.86736164296509,5.389959045432167,8.393634989606857
162,6.628687881054142,5.600130551397146,8.208700077356308,5.217631399384738
163,1.5853974679256244,7.830422878370255,6.955820882745613,8.300526893866923
164,5.804930735698177,6.34800473522549,9.769464065265955,6.336995559588878
165,0.93282866166847,4.022900053579551,6.782928168818939,3.3081145063622595
166,9.333312468076466,5.7898272016879515,9.465838523536723,8.164168433971378
167,3.584232016090306,0.8018835969688265,2.0898044889745226,3.197814212124266
168,5.408033212004364,3.7965670826432762,1.8284311306578083,7.67984266313705
169,6.373452887758332,6.084519789378452,5.252878022330459,2.2576597044449165
170,4.500375394849043,0.0006440734786095081,1.5196590188579628,5.969761759376305
171,7.8376460834785036,4.195850182895785,2.0203336773888214,5.919164080178092
172,7.776965171882271,0.4224112680452796,3.4490684611883005,5.436235963652648
173,5.950181134979385,8.068369038981254,2.375985392767237,2.997052196098897
174,6.953809555310578,0.12672543297331362,0.19881499461361085,3.9483545673373968
175,4.4884867552198315,0.15587674874734447,1.4945698076250802,2.2148479147573976
176,3.124556766424634,8.967333176113481,6.423304667465666,6.906526807042925
177,6.230569242735676,4.888328340795863,9.790604692479167,5.966397636719946
178,9.316152229521778,2.7088737669664575,4.550001574234653,4.826874679901452
179,1.562934440762831,4.6849610210819,9.63757737993266,5.82403557237846
180,6.2960442754582315,8.33332892856138,9.905584792746874,2.1105894841646897
181,8.089125428153936,2.5758711011769164,4.665405931065592,9.564456409334326
182,8.685005504288197,4.928688793860391,7.503645286742716,9.714170954672413
183,8.097398652534391,5.377125804092891,3.8426944743322853,3.481945409746101
184,9.946770970449633,7.175573411964921,9.144129602880648,1.4866262748174253
185,6.931648686171426,1.6902618569659744,2.230589427401478,0.6543482532914946
186,0.31506943367127005,7.317193700781265,7.8970569008619975,5.8692270295985445
187,2.1576891543105603,6.881649732979401,1.8379819858970892,9.233975163498613
188,3.2418242763108807,0.4303557285200943,8.456240755174028,6.715126820918473
189,4.114940753575515,2.5403011185922706,9.492032836321393,1.0093665306481625
190,0.7873983957120145,5.51914351081689,9.086334109844682,6.641066540244124
191,9.899388321893566,4.643609687938087,1.677342682445494,8.811197629819931
192,7.530445522651448,2.356402950721953,4.0083476177720545,2.3582282831654453
193,5.394225970479564,1.3416947750113117,2.51802742835473,6.924754131574849
194,2.431920113242192,0.9344187155179773,6.576934816616835,3.684154296702409
195,8.875610121013725,5.6116758502891,7.337139551650553,5.855256623155347
196,2.3544412810536484,0.6992781606879805,2.443985303447728,7.592824013102528
197,3.881943102557821,5.29721279394871,6.337564845177649,8.100927224003199
198,1.2258234126452516,2.8982272530810125,9.602343106341388,3.5920409816706256
199,1.1305080005952384,1.6981277668425987,7.602850162398795,5.891727643598771
200,7.5373595592138205,8.773135990775229,1.1348879635311904,2.186576271100585
201,5.768538173271614,7.201340581771828,7.412556852661892,4.859580614194456
202,5.729011558329327,2.935196547914046,1.6739842320531428,4.338727924301535
203,5.924695595888992,2.690031103296484,2.5345376596511104,2.37075485406979
204,5.676855638156217,0.456638702704687,6.772735176012537,5.691461261355992
205,9.997701611626278,3.354801462942143,9.533365793658067,2.902562404033382
206,2.081011295397033,1.93447420624007,4.543108507127942,3.221486771391109
207,8.469324776225225,3.373463175957644,8.407703996678817,8.274557388600087
208,8.261714966695642,8.053872224607524,5.64446014361867,6.025453297814263
209,8.548317557949357,5.525933907277885,6.03267042846178,7.167785431001664
210,9.364545535390773,3.5694397139276224,4.33051703314828,2.5607747042404516
211,6.364542903313481,5.00932267663342,9.691069994442273,4.66812549548305
212,3.3438977884238827,0.7935405475351998,6.630179016068777,2.230436629630735
213,4.840692211634613,4.405877685457811,9.964322414666023,4.203078740208374
214,8.760556052693767,7.9147452183907205,9.631335777300322,0.17086247041996794
215,1.3054054242241764,6.901952741994103,4.348100967535028,1.270318995279761
216,8.093313281701516,6.119676090616172,2.081537885897058,8.287068166529238
217,1.5832432218572257,0.09821434493491266,0.25021209048840753,4.344902755508862
218,1.8342939984913953,9.962856317806917,7.316108353605031,8.188948400943213
219,6.740947980864286,2.3589862468369804,1.6485590851451382,6.60558566443124
220,4.443145040560017,2.872254479133045,8.269220936356009,4.762746546955179
221,6.175580208951991,9.799357601595963,9.715674929863205,5.4753267936037116
222,5.076333216426181,6.512857865961408,1.9048692904641684,5.14078709160532
223,4.45726273893599,9.221503919924137,8.728906220349776,5.389283967859751
224,7.655977242718212,9.063843323819182,5.18310582625028,6.40500500151787
225,3.220336347594225,2.084064397483707,1.048610097962962,5.485852491364936
226,2.9676356095699505,9.315645855472908,6.406974840374051,6.904607220208664
227,3.0222084214224276,0.2972141681793994,9.741903206096447,5.925353792437286
228,1.4421162799254483,4.4367381794897,3.036443615352834,7.886265970633403
229,9.816022321474133,6.358407434406938,4.9533414739023485,5.680745295485768
230,4.697910091503463,0.08690836017848591,1.2783625819196265,3.23735518251294
231,3.8819360518569033,4.783014680995356,5.173743632849929,9.18019972285441
232,0.79895137531245,1.1630477435160658,1.9400353462017805,2.81191497823172
233,7.120600705484861,6.840716672089271,6.795973195353568,4.071341046605006
234,2.926360603556568,0.9440209669758781,1.1703694352884908,6.302731627084414
235,6.382290658760997,3.456154213847319,5.853636817114889,1.5471844756034836
236,1.690100760261073,4.950967942919058,8.524207263793109,3.8748069855076164
237,7.119333450782859,0.08590169898071709,4.146814941715618,7.639126227292027
238,9.376911408811019,8.399026921820047,2.6465619999637555,1.5425865389277682
239,8.360568946804586,8.210098824435489,1.4158144546522766,4.475621647075901
240,5.838160111663283,4.876344237232262,6.7402396542173895,3.242680613069555
241,1.2318425508572484,8.854187794943352,8.50073321897018,1.3380173670843853
242,0.8109996187019031,9.754566966227733,7.267496493942812,2.128269473976295
243,5.487111935948786,7.772648647839279,2.0669339141628718,8.957235097793767
244,5.224968954311874,0.2779604743495523,7.366708092565386,3.807965535999045
245,0.5795326011701329,0.8470525758498837,5.8334927822823115,5.266589581714007
246,7.988067905978897,9.824134278121447,8.006899416759541,3.601115163726365
247,8.797545109506501,5.687482713438711,4.869016509890059,3.9246760938598535
248,1.7940766783074158,1.9240076151213392,5.539071115555542,6.784897488844969
249,4.612907641883335,6.392841773965716,4.90500068300216,4.174065355985745
250,6.243893668808789,2.1224715023962593,3.2351452389118105,4.722381201405792
251,7.100514143039653,3.23135677358779,4.238717412301451,5.323856598925102
252,0.1767476523705791,4.781500564067953,8.623430348406885,8.442932094365576
253,4.030239067336034,4.955310558084341,4.43009988259461,5.833104766727666
254,9.96168852874408,7.90587101708624,3.725247367302914,3.7920532564746514
255,3.9674906563723877,3.6297980717009692,3.911847649827237,0.9375622085717039
256,3.175039297554246,2.015315147960316,8.04086627754,9.606704158985517
257,1.891160776064591,0.3088380115378009,8.015128981671484,0.9372137611266074
258,1.9938799289876097,3.274942161119283,7.209530975400833,7.212721360892647
259,8.184658004969098,9.753153599222355,6.253044111182379,3.578893406073036
260,1.0101476402349707,0.31486296005226344,5.3077550085919665,0.3386964563216577
261,3.2832509475983462,5.633146116499061,1.8869190854688678,8.839542637623227
262,8.098967447660502,2.5873298428066613,8.201291074048061,4.767364901691357
263,6.163228771612081,9.382642588442573,6.958200620533052,7.707979000485883
264,2.443372409702672,3.795355466892365,3.3908531611556425,8.784822058101255
265,9.05394527852769,8.075769617625388,5.291279046101666,2.6971726553715603
266,1.7585298329421084,7.563737226732231,5.422705466486074,1.335386558187529
267,6.245023698835121,8.581218707579888,6.942439891276039,6.807750237181307
268,6.183156062532003,7.652929218287744,0.6766665205818889,7.591845029511035
269,3.148605438858864,3.772176820553602,7.3220660160856035,7.024408316795002
270,1.0045073419369488,1.8124274908499782,1.834354000971331,3.076222785408451
271,8.40264166089751,3.4585616614268044,9.08402083652326,9.4416630073712
272,7.675626735984084,3.6724854262862436,4.240021169685342,8.10413641392772
273,3.3040739296328345,7.2961357487700536,1.064037365694126,4.602295260502776
274,7.684969975762846,9.944908011406634,2.0239555930410233,5.465585181192422
275,2.0388278582447805,3.053472475509399,9.513964258410216,0.008761317750343167
276,4.181901519024374,5.545573889871701,7.3498655245232944,6.5106569156323255
277,9.266301381408722,4.406888804617997,9.654591394747184,8.70276812745384
278,6.793037330232435,7.106422186968286,0.9141964372801648,4.7650051961088895
279,1.9036864027462674,3.9461742218303186,2.5307549514341297,0.9552816308381307
280,9.215649579129721,5.822986392980094,0.6541641565797451,2.070723425163915
281,4.6631884551755585,4.071781939895404,0.11008139323262278,0.9177327286117587
282,3.7665254941172597,7.983815934518869,7.4669255621898305,6.46170615138926
283,5.414608274833328,7.222276790209064,0.25064807415257184,1.0100456659649715
284,7.200259118960446,4.065082185189724,5.832720711376622,7.746429674589952
285,6.250989851946364,4.148873291779842,6.015033305907968,7.520569678799057
